programkode,studentnr,karakter,vurderingsstatus,year,semester
BIT,751341,C,Bestått,2014,v
BIT,751342,B,Bestått,2014,v
BIT,751343,F,Ikke bestått,2014,v
BIT,751343,E,Bestått,2014,s
BIT,751346,E,Bestått,2014,v
BIT,751347,C,Bestått,2014,v
BIT,751348,C,Bestått,2014,v
BIT,751348,C,Bestått,2017,v
BIT,751349,D,Bestått,2014,v
BIT,751351,C,Bestått,2015,v
BIT,751352,B,Bestått,2014,v
BIT,751354,B,Bestått,2014,v
BIT,751355,E,Bestått,2014,v
BIT,751355,,Ikke møtt,2014,s
BIT,751355,D,Bestått,2016,v
BIT,751357,D,Bestått,2014,v
BIT,751358,F,Ikke bestått,2014,v
BIT,751358,,Ikke møtt,2015,v
BIT,751358,,Ikke møtt,2016,v
BIT,751358,,Ikke møtt,2017,v
BIT,751358,F,Ikke bestått,2018,v
BIT,751358,,Ikke møtt,2018,s
BIT,751359,F,Ikke bestått,2014,v
BIT,751359,E,Bestått,2014,s
BIT,751359,C,Bestått,2017,v
BIT,751360,D,Bestått,2014,v
BIT,751360,C,Bestått,2016,v
BIT,751361,F,Ikke bestått,2014,v
BIT,751363,C,Bestått,2014,v
BIT,751364,A,Bestått,2014,v
BIT,751365,,Trekk under eksamen (Avbrutt eksamen),2014,v
BIT,751365,,Trekk under eksamen (Avbrutt eksamen),2014,s
BIT,751365,,Ikke møtt,2015,s
BIT,751365,C,Bestått,2017,v
BIT,751367,F,Ikke bestått,2014,v
BIT,751367,D,Bestått,2016,v
BIT,751368,,Trekk under eksamen (Avbrutt eksamen),2014,v
BIT,751368,F,Ikke bestått,2014,s
BIT,751368,F,Ikke bestått,2015,v
BIT,751368,D,Bestått,2017,v
BIT,751369,,Trekk under eksamen (Avbrutt eksamen),2014,v
BIT,751369,,Ikke møtt,2014,s
BIT,751369,A,Bestått,2016,v
BIT,751371,F,Ikke bestått,2014,v
BIT,751371,F,Ikke bestått,2014,s
BIT,751371,F,Ikke bestått,2015,v
BIT,751371,C,Bestått,2016,v
BIT,751372,C,Bestått,2014,v
BIT,751373,A,Bestått,2014,v
BIT,751374,F,Ikke bestått,2014,v
BIT,751374,F,Ikke bestått,2016,v
BIT,751374,F,Ikke bestått,2016,s
BIT,751374,F,Ikke bestått,2017,v
BIT,751374,E,Bestått,2017,s
BIT,751374,F,Ikke bestått,2018,v
BIT,751375,,Trekk under eksamen (Avbrutt eksamen),2014,v
BIT,751375,D,Bestått,2014,s
BIT,751376,,Manglende øvinger,2014,v
BIT,751377,E,Bestått,2014,v
BIT,751377,,Ikke møtt,2017,v
BIT,751378,B,Bestått,2014,v
BIT,751380,F,Ikke bestått,2014,v
BIT,751380,F,Ikke bestått,2014,s
BIT,751380,E,Bestått,2015,v
BIT,751380,F,Ikke bestått,2016,v
BIT,751381,C,Bestått,2014,v
BIT,751382,E,Bestått,2014,v
BIT,751383,D,Bestått,2014,v
BIT,751385,,Ikke møtt,2015,v
BIT,751386,,Manglende øvinger,2014,v
BIT,751387,E,Bestått,2014,v
BIT,751387,D,Bestått,2016,v
BIT,751388,F,Ikke bestått,2014,v
BIT,751388,D,Bestått,2014,s
BIT,751388,C,Bestått,2016,v
BIT,751389,D,Bestått,2014,v
BIT,751389,B,Bestått,2015,v
BIT,751390,E,Bestått,2014,v
BIT,751391,D,Bestått,2014,v
BIT,751391,D,Bestått,2016,v
BIT,751392,F,Ikke bestått,2014,v
BIT,751392,D,Bestått,2014,s
BIT,751392,C,Bestått,2017,v
BIT,751393,B,Bestått,2014,v
BIT,751394,B,Bestått,2014,v
BIT,751395,,Trekk under eksamen (Avbrutt eksamen),2014,v
BIT,751395,,Ikke møtt,2015,s
BIT,751395,D,Bestått,2017,v
BIT,751396,,Ikke møtt,2014,v
BIT,751397,D,Bestått,2014,v
BIT,751397,C,Bestått,2017,v
BIT,751398,F,Ikke bestått,2014,v
BIT,751398,,Ikke møtt,2014,s
BIT,751398,C,Bestått,2015,v
BIT,751399,A,Bestått,2014,v
BIT,751400,B,Bestått,2014,v
BIT,751401,,Manglende øvinger,2014,v
BIT,751402,A,Bestått,2014,v
BIT,751403,,Manglende øvinger,2014,v
BIT,751404,,Trekk under eksamen (Avbrutt eksamen),2014,v
BIT,751406,C,Bestått,2014,v
BIT,751406,C,Bestått,2015,v
BIT,751407,D,Bestått,2014,v
BIT,751408,E,Bestått,2014,v
BIT,751408,,Ikke møtt,2016,v
BIT,751409,D,Bestått,2014,v
BIT,751410,,Trekk under eksamen (Avbrutt eksamen),2014,v
BIT,751410,C,Bestått,2014,s
BIT,751410,,Ikke møtt,2016,v
BIT,751410,,Ikke møtt,2017,v
BIT,751411,F,Ikke bestått,2014,v
BIT,751411,,Trekk under eksamen (Avbrutt eksamen),2016,v
BIT,751411,D,Bestått,2016,s
BIT,751411,C,Bestått,2017,v
BIT,751413,F,Ikke bestått,2014,v
BIT,751415,E,Bestått,2014,v
BIT,751415,C,Bestått,2016,v
BIT,751417,C,Bestått,2014,v
BIT,751418,F,Ikke bestått,2014,v
BIT,751420,F,Ikke bestått,2014,v
BIT,751420,F,Ikke bestått,2016,v
BIT,751420,E,Bestått,2016,s
BIT,751421,,Fritatt,2014,v
BIT,751422,,Manglende øvinger,2015,v
BIT,751423,C,Bestått,2014,v
BIT,751424,B,Bestått,2014,v
BIT,751425,F,Ikke bestått,2014,v
BIT,751425,E,Bestått,2015,v
BIT,751425,E,Bestått,2016,v
BIT,751426,E,Bestått,2014,v
BIT,751427,,Trekk under eksamen (Avbrutt eksamen),2014,v
BIT,751427,C,Bestått,2014,s
BIT,751429,D,Bestått,2014,v
BIT,751429,D,Bestått,2015,v
BIT,751430,D,Bestått,2014,v
BIT,751431,F,Ikke bestått,2014,v
BIT,751431,F,Ikke bestått,2016,v
BIT,751431,F,Ikke bestått,2016,s
BIT,751431,F,Ikke bestått,2017,v
BIT,751431,F,Ikke bestått,2017,s
BIT,751432,F,Ikke bestått,2014,v
BIT,751432,D,Bestått,2014,s
BIT,751433,C,Bestått,2014,v
BIT,751434,C,Bestått,2014,v
BIT,751435,F,Ikke bestått,2015,v
BIT,751435,F,Ikke bestått,2015,s
BIT,751435,E,Bestått,2018,v
BIT,751436,F,Ikke bestått,2014,v
BIT,751436,E,Bestått,2015,s
BIT,751436,D,Bestått,2016,v
BIT,751437,F,Ikke bestått,2015,v
BIT,751437,D,Bestått,2015,s
BIT,751438,D,Bestått,2014,v
BIT,751438,F,Ikke bestått,2017,v
BIT,751439,F,Ikke bestått,2014,v
BIT,751439,F,Ikke bestått,2014,s
BIT,751439,,Trekk under eksamen (Avbrutt eksamen),2015,v
BIT,751439,F,Ikke bestått,2017,v
BIT,751439,F,Ikke bestått,2017,s
BIT,751440,,Manglende øvinger,2014,v
BIT,751440,,Manglende øvinger,2016,v
BIT,751441,,Manglende øvinger,2014,v
BIT,751442,E,Bestått,2014,v
BIT,751443,E,Bestått,2014,v
BIT,751443,C,Bestått,2016,v
BIT,751444,D,Bestått,2014,v
BIT,751444,B,Bestått,2016,v
BIT,751445,,Trekk under eksamen (Avbrutt eksamen),2014,v
BIT,751484,E,Bestått,2018,v
BIT,753717,,Gyldig fravær,2018,v
BIT,753717,B,Bestått,2018,s
BIT,753732,,Manglende øvinger,2016,v
BIT,755167,F,Ikke bestått,2018,v
BIT,755200,B,Bestått,2015,v
BIT,755405,F,Ikke bestått,2015,v
BIT,755405,,Ikke møtt,2015,s
BIT,755405,E,Bestått,2017,v
BIT,755405,E,Bestått,2018,v
BIT,755536,,Trekk under eksamen (Avbrutt eksamen),2015,v
BIT,755536,F,Ikke bestått,2015,s
BIT,755536,,Trekk under eksamen (Avbrutt eksamen),2016,v
BIT,755536,F,Ikke bestått,2016,s
BIT,755546,,Trekk under eksamen (Avbrutt eksamen),2015,v
BIT,755546,,Ikke møtt,2015,s
BIT,755546,F,Ikke bestått,2017,v
BIT,755546,,Ikke møtt,2017,s
BIT,755546,,Ikke møtt,2018,v
BIT,755550,,Trekk under eksamen (Avbrutt eksamen),2016,v
BIT,755550,F,Ikke bestått,2016,s
BIT,755550,C,Bestått,2018,v
BIT,755598,E,Bestått,2015,v
BIT,755598,D,Bestått,2016,v
BIT,755598,,Ikke møtt,2017,v
BIT,755655,,Manglende øvinger,2016,v
BIT,756265,,Manglende øvinger,2016,v
BIT,756265,,Manglende øvinger,2017,v
BIT,756279,,Manglende øvinger,2016,v
BIT,756427,F,Ikke bestått,2016,v
BIT,756427,F,Ikke bestått,2017,v
BIT,756427,E,Bestått,2018,v
BIT,756451,D,Bestått,2017,v
BIT,756451,F,Ikke bestått,2018,v
BIT,756481,E,Bestått,2016,v
BIT,756481,C,Bestått,2017,v
BIT,756659,F,Ikke bestått,2016,v
BIT,756659,E,Bestått,2018,v
BIT,756845,F,Ikke bestått,2016,v
BIT,756845,F,Ikke bestått,2017,v
BIT,756845,E,Bestått,2018,v
BIT,757108,F,Ikke bestått,2016,v
BIT,757108,F,Ikke bestått,2017,v
BIT,757108,E,Bestått,2017,s
BIT,757488,F,Ikke bestått,2015,v
BIT,757488,F,Ikke bestått,2016,v
BIT,757488,E,Bestått,2016,s
BIT,757493,,Trekk under eksamen (Avbrutt eksamen),2015,v
BIT,757493,E,Bestått,2015,s
BIT,757537,,Manglende øvinger,2016,v
BIT,757542,C,Bestått,2015,v
BIT,757551,E,Bestått,2015,v
BIT,757580,C,Bestått,2016,v
BIT,757626,,Manglende øvinger,2016,v
BIT,757674,C,Bestått,2017,v
BIT,757675,B,Bestått,2015,v
BIT,757676,D,Bestått,2015,v
BIT,757676,C,Bestått,2017,v
BIT,757678,C,Bestått,2015,v
BIT,757678,D,Bestått,2016,v
BIT,757678,C,Bestått,2017,v
BIT,757678,B,Bestått,2018,v
BIT,757679,,Manglende øvinger,2015,v
BIT,757679,A,Bestått,2016,v
BIT,757680,D,Bestått,2015,v
BIT,757682,D,Bestått,2015,v
BIT,757682,C,Bestått,2018,v
BIT,757683,,Manglende øvinger,2015,v
BIT,757683,,Manglende øvinger,2016,v
BIT,757683,F,Ikke bestått,2017,v
BIT,757683,,Ikke møtt,2017,s
BIT,757684,A,Bestått,2015,v
BIT,757687,E,Bestått,2015,v
BIT,757687,D,Bestått,2018,v
BIT,757688,C,Bestått,2015,v
BIT,757689,E,Bestått,2015,v
BIT,757689,E,Bestått,2016,v
BIT,757690,C,Bestått,2015,v
BIT,757690,B,Bestått,2016,v
BIT,757691,,Manglende øvinger,2015,v
BIT,757693,C,Bestått,2015,v
BIT,757694,E,Bestått,2015,v
BIT,757695,C,Bestått,2015,v
BIT,757697,A,Bestått,2015,v
BIT,757698,D,Bestått,2015,v
BIT,757699,,Trekk under eksamen (Avbrutt eksamen),2015,v
BIT,757699,F,Ikke bestått,2015,s
BIT,757699,,Trekk under eksamen (Avbrutt eksamen),2016,v
BIT,757699,F,Ikke bestått,2016,s
BIT,757699,F,Ikke bestått,2017,v
BIT,757699,F,Ikke bestått,2017,s
BIT,757699,F,Ikke bestått,2018,v
BIT,757700,E,Bestått,2015,v
BIT,757701,E,Bestått,2015,v
BIT,757701,C,Bestått,2017,v
BIT,757702,C,Bestått,2015,v
BIT,757703,D,Bestått,2015,v
BIT,757703,C,Bestått,2016,v
BIT,757703,C,Bestått,2017,v
BIT,757704,B,Bestått,2015,v
BIT,757705,D,Bestått,2015,v
BIT,757705,C,Bestått,2017,v
BIT,757706,C,Bestått,2015,v
BIT,757707,,Manglende øvinger,2015,v
BIT,757707,,Manglende øvinger,2016,v
BIT,757707,,Manglende øvinger,2017,v
BIT,757708,,Manglende øvinger,2015,v
BIT,757710,E,Bestått,2015,v
BIT,757710,D,Bestått,2016,v
BIT,757711,D,Bestått,2015,v
BIT,757711,C,Bestått,2017,v
BIT,757712,E,Bestått,2016,v
BIT,757713,C,Bestått,2015,v
BIT,757714,C,Bestått,2015,v
BIT,757715,F,Ikke bestått,2015,v
BIT,757715,,Trekk under eksamen (Avbrutt eksamen),2016,v
BIT,757715,E,Bestått,2016,s
BIT,757715,E,Bestått,2017,v
BIT,757715,E,Bestått,2018,v
BIT,757716,,Ikke møtt,2015,v
BIT,757716,D,Bestått,2016,v
BIT,757717,,Manglende øvinger,2015,v
BIT,757718,C,Bestått,2015,v
BIT,757718,D,Bestått,2016,v
BIT,757719,D,Bestått,2015,v
BIT,757719,C,Bestått,2017,v
BIT,757720,E,Bestått,2015,v
BIT,757720,C,Bestått,2017,v
BIT,757722,,Trekk under eksamen (Avbrutt eksamen),2015,v
BIT,757722,,Trekk under eksamen (Avbrutt eksamen),2015,s
BIT,757724,,Ikke møtt,2015,v
BIT,757725,E,Bestått,2015,v
BIT,757726,,Trekk under eksamen (Avbrutt eksamen),2016,v
BIT,757726,C,Bestått,2016,s
BIT,757727,,Manglende øvinger,2015,v
BIT,757727,,Manglende øvinger,2016,v
BIT,757727,,Manglende øvinger,2017,v
BIT,757728,C,Bestått,2015,v
BIT,757729,,Trekk under eksamen (Avbrutt eksamen),2015,v
BIT,757729,,Ikke møtt,2015,s
BIT,757729,,Trekk under eksamen (Avbrutt eksamen),2016,v
BIT,757729,,Ikke møtt,2016,s
BIT,757729,F,Ikke bestått,2017,v
BIT,757730,C,Bestått,2015,v
BIT,757731,C,Bestått,2015,v
BIT,757732,A,Bestått,2015,v
BIT,757734,F,Ikke bestått,2015,v
BIT,757734,F,Ikke bestått,2015,s
BIT,757734,F,Ikke bestått,2016,v
BIT,757734,F,Ikke bestått,2016,s
BIT,757734,F,Ikke bestått,2017,v
BIT,757734,F,Ikke bestått,2017,s
BIT,757735,C,Bestått,2015,v
BIT,757736,D,Bestått,2015,v
BIT,757736,E,Bestått,2016,v
BIT,757736,D,Bestått,2017,v
BIT,757736,C,Bestått,2018,v
BIT,757737,F,Ikke bestått,2015,v
BIT,757737,C,Bestått,2016,s
BIT,757738,,Ikke møtt,2015,v
BIT,757739,D,Bestått,2016,v
BIT,757739,B,Bestått,2017,v
BIT,757740,F,Ikke bestått,2016,v
BIT,757740,F,Ikke bestått,2017,v
BIT,757740,F,Ikke bestått,2018,v
BIT,757741,,Manglende øvinger,2015,v
BIT,757742,E,Bestått,2015,v
BIT,757743,D,Bestått,2015,v
BIT,757743,B,Bestått,2016,v
BIT,757744,,Trekk under eksamen (Avbrutt eksamen),2015,v
BIT,757744,C,Bestått,2015,s
BIT,757744,C,Bestått,2016,v
BIT,757745,E,Bestått,2015,v
BIT,757746,F,Ikke bestått,2015,v
BIT,757746,E,Bestått,2016,v
BIT,757746,F,Ikke bestått,2018,v
BIT,757747,E,Bestått,2015,v
BIT,757747,,Ikke møtt,2018,v
BIT,757748,E,Bestått,2015,v
BIT,757749,F,Ikke bestått,2015,v
BIT,757749,F,Ikke bestått,2015,s
BIT,757749,F,Ikke bestått,2016,v
BIT,757749,F,Ikke bestått,2016,s
BIT,757749,D,Bestått,2017,v
BIT,757750,D,Bestått,2015,v
BIT,757750,C,Bestått,2016,v
BIT,757750,C,Bestått,2018,v
BIT,757751,C,Bestått,2015,v
BIT,757752,C,Bestått,2015,v
BIT,757752,,Trekk under eksamen (Avbrutt eksamen),2017,v
BIT,757753,D,Bestått,2015,v
BIT,757753,D,Bestått,2017,v
BIT,757755,A,Bestått,2015,v
BIT,757756,D,Bestått,2015,v
BIT,757757,D,Bestått,2015,v
BIT,757757,B,Bestått,2017,v
BIT,757758,B,Bestått,2015,v
BIT,757759,D,Bestått,2015,v
BIT,757761,B,Bestått,2015,v
BIT,757762,E,Bestått,2015,v
BIT,757763,C,Bestått,2015,v
BIT,757763,C,Bestått,2018,v
BIT,757764,E,Bestått,2015,v
BIT,757764,E,Bestått,2016,v
BIT,757764,E,Bestått,2017,v
BIT,757765,B,Bestått,2015,v
BIT,757766,C,Bestått,2015,v
BIT,757767,B,Bestått,2015,v
BIT,757768,C,Bestått,2015,v
BIT,757769,F,Ikke bestått,2015,v
BIT,757769,F,Ikke bestått,2015,s
BIT,757769,,Ikke møtt,2016,v
BIT,757770,F,Ikke bestått,2015,v
BIT,757770,F,Ikke bestått,2015,s
BIT,757773,,Manglende øvinger,2015,v
BIT,757773,,Manglende øvinger,2016,v
BIT,757773,,Manglende øvinger,2017,v
BIT,757773,D,Bestått,2018,v
BIT,757774,,Manglende øvinger,2016,v
BIT,757775,C,Bestått,2015,v
BIT,757777,,Manglende øvinger,2015,v
BIT,757778,D,Bestått,2015,v
BIT,757778,D,Bestått,2017,v
BIT,757778,F,Ikke bestått,2018,v
BIT,757779,C,Bestått,2016,v
BIT,757779,C,Bestått,2017,v
BIT,757780,D,Bestått,2015,v
BIT,757780,B,Bestått,2016,v
BIT,757781,C,Bestått,2015,v
BIT,757781,C,Bestått,2017,v
BIT,757784,B,Bestått,2015,v
BIT,757786,,Manglende øvinger,2015,v
BIT,757787,E,Bestått,2015,v
BIT,757789,D,Bestått,2015,v
BIT,757790,A,Bestått,2015,v
BIT,757791,F,Ikke bestått,2015,v
BIT,757792,C,Bestått,2015,v
BIT,757793,C,Bestått,2015,v
BIT,757794,C,Bestått,2015,v
BIT,757796,,Trekk under eksamen (Avbrutt eksamen),2015,v
BIT,757796,,Ikke møtt,2016,v
BIT,757797,E,Bestått,2015,v
BIT,757797,F,Ikke bestått,2017,v
BIT,757797,F,Ikke bestått,2018,v
BIT,757799,F,Ikke bestått,2015,v
BIT,757799,F,Ikke bestått,2015,s
BIT,757799,D,Bestått,2016,v
BIT,757799,C,Bestått,2017,v
BIT,757800,E,Bestått,2015,v
BIT,757800,D,Bestått,2016,v
BIT,757801,D,Bestått,2015,v
BIT,757802,E,Bestått,2015,v
BIT,757802,B,Bestått,2017,v
BIT,758059,D,Bestått,2015,v
BIT,758198,,Ikke møtt,2018,v
BIT,758244,C,Bestått,2016,v
BIT,758254,E,Bestått,2018,v
BIT,758667,C,Bestått,2016,v
BIT,759803,F,Ikke bestått,2017,v
BIT,759803,F,Ikke bestått,2017,s
BIT,759803,F,Ikke bestått,2018,v
BIT,765109,C,Bestått,2016,v
BIT,765109,B,Bestått,2018,v
BIT,765137,C,Bestått,2016,v
BIT,765176,,Manglende øvinger,2016,v
BIT,765227,,Trekk under eksamen (Avbrutt eksamen),2016,v
BIT,765227,D,Bestått,2016,s
BIT,765248,E,Bestått,2016,v
BIT,765316,F,Ikke bestått,2017,v
BIT,765316,E,Bestått,2017,s
BIT,765316,F,Ikke bestått,2018,v
BIT,765320,D,Bestått,2017,v
BIT,765325,F,Ikke bestått,2016,v
BIT,765325,F,Ikke bestått,2017,v
BIT,765325,,Ikke møtt,2017,s
BIT,765325,E,Bestått,2018,v
BIT,765872,A,Bestått,2016,v
BIT,765892,D,Bestått,2016,v
BIT,765892,C,Bestått,2017,v
BIT,765901,C,Bestått,2016,v
BIT,765917,C,Bestått,2016,v
BIT,765917,B,Bestått,2017,v
BIT,765956,C,Bestått,2018,v
BIT,766048,,Trekk under eksamen (Avbrutt eksamen),2016,v
BIT,766048,,Ikke møtt,2016,s
BIT,766048,E,Bestått,2017,v
BIT,766072,C,Bestått,2017,v
BIT,766080,,Manglende øvinger,2016,v
BIT,766080,,Manglende øvinger,2017,v
BIT,766086,,Ikke møtt,2018,v
BIT,766102,,Manglende øvinger,2017,v
BIT,766102,,Manglende øvinger,2018,v
BIT,766107,,Manglende øvinger,2017,v
BIT,766107,,Manglende øvinger,2018,v
BIT,766409,F,Ikke bestått,2018,v
BIT,766693,,Ikke møtt,2016,v
BIT,766693,,Ikke møtt,2017,v
BIT,766795,C,Bestått,2016,v
BIT,766797,F,Ikke bestått,2016,v
BIT,766797,,Ikke møtt,2016,s
BIT,766797,,Legeattest,2017,v
BIT,766797,F,Ikke bestått,2017,s
BIT,766797,,Legeattest,2018,v
BIT,766797,,Ikke møtt,2018,s
BIT,766798,,Ikke møtt,2016,v
BIT,766799,,Manglende øvinger,2016,v
BIT,766799,,Manglende øvinger,2017,v
BIT,766800,,Manglende øvinger,2016,v
BIT,766800,C,Bestått,2018,v
BIT,766801,F,Ikke bestått,2016,v
BIT,766801,F,Ikke bestått,2016,s
BIT,766801,C,Bestått,2017,v
BIT,766802,C,Bestått,2016,v
BIT,766803,F,Ikke bestått,2016,v
BIT,766804,,Trekk under eksamen (Avbrutt eksamen),2016,v
BIT,766804,,Ikke møtt,2016,s
BIT,766804,D,Bestått,2017,v
BIT,766804,D,Bestått,2018,v
BIT,766806,F,Ikke bestått,2016,v
BIT,766806,E,Bestått,2016,s
BIT,766806,C,Bestått,2017,v
BIT,766807,E,Bestått,2016,v
BIT,766808,E,Bestått,2016,v
BIT,766810,B,Bestått,2017,v
BIT,766811,C,Bestått,2016,v
BIT,766812,C,Bestått,2016,v
BIT,766813,C,Bestått,2016,v
BIT,766814,C,Bestått,2016,v
BIT,766814,,Ikke møtt,2017,v
BIT,766815,E,Bestått,2016,v
BIT,766817,D,Bestått,2016,v
BIT,766817,C,Bestått,2017,v
BIT,766818,C,Bestått,2016,v
BIT,766820,C,Bestått,2016,v
BIT,766820,,Ikke møtt,2018,v
BIT,766821,C,Bestått,2016,v
BIT,766822,C,Bestått,2016,v
BIT,766823,E,Bestått,2016,v
BIT,766824,E,Bestått,2016,v
BIT,766824,C,Bestått,2017,v
BIT,766825,B,Bestått,2016,v
BIT,766827,D,Bestått,2016,v
BIT,766827,F,Ikke bestått,2017,v
BIT,766828,,Manglende øvinger,2016,v
BIT,766828,,Manglende øvinger,2017,v
BIT,766828,,Manglende øvinger,2018,v
BIT,766829,C,Bestått,2016,v
BIT,766829,B,Bestått,2017,v
BIT,766831,F,Ikke bestått,2016,v
BIT,766831,D,Bestått,2016,s
BIT,766832,D,Bestått,2016,v
BIT,766833,C,Bestått,2016,v
BIT,766834,F,Ikke bestått,2016,v
BIT,766834,F,Ikke bestått,2017,v
BIT,766834,E,Bestått,2017,s
BIT,766835,A,Bestått,2017,v
BIT,766836,C,Bestått,2016,v
BIT,766836,,Ikke møtt,2017,v
BIT,766837,,Trekk under eksamen (Avbrutt eksamen),2016,v
BIT,766837,F,Ikke bestått,2016,s
BIT,766837,C,Bestått,2017,v
BIT,766838,E,Bestått,2016,v
BIT,766838,D,Bestått,2017,v
BIT,766839,C,Bestått,2016,v
BIT,766840,C,Bestått,2016,v
BIT,766842,E,Bestått,2016,v
BIT,766843,,Trekk under eksamen (Avbrutt eksamen),2016,v
BIT,766843,,Ikke møtt,2017,v
BIT,766843,,Ikke møtt,2018,v
BIT,766844,F,Ikke bestått,2017,v
BIT,766844,,Trekk under eksamen (Avbrutt eksamen),2017,s
BIT,766845,,Manglende øvinger,2016,v
BIT,766845,C,Bestått,2017,v
BIT,766846,B,Bestått,2016,v
BIT,766847,E,Bestått,2016,v
BIT,766847,C,Bestått,2017,v
BIT,766848,F,Ikke bestått,2016,v
BIT,766848,F,Ikke bestått,2016,s
BIT,766848,F,Ikke bestått,2017,v
BIT,766848,D,Bestått,2017,s
BIT,766849,D,Bestått,2016,v
BIT,766849,C,Bestått,2017,v
BIT,766850,C,Bestått,2016,v
BIT,766851,B,Bestått,2016,v
BIT,766852,D,Bestått,2016,v
BIT,766853,,Manglende øvinger,2016,v
BIT,766854,E,Bestått,2016,v
BIT,766854,C,Bestått,2017,v
BIT,766854,C,Bestått,2018,v
BIT,766855,F,Ikke bestått,2016,v
BIT,766855,F,Ikke bestått,2018,v
BIT,766856,C,Bestått,2016,v
BIT,766857,B,Bestått,2016,v
BIT,766858,E,Bestått,2016,v
BIT,766858,D,Bestått,2017,v
BIT,766860,F,Ikke bestått,2016,v
BIT,766860,F,Ikke bestått,2018,v
BIT,766861,,Ikke møtt,2016,v
BIT,766862,C,Bestått,2016,v
BIT,766863,E,Bestått,2016,v
BIT,766864,,Trekk under eksamen (Avbrutt eksamen),2016,v
BIT,766864,F,Ikke bestått,2016,s
BIT,766866,D,Bestått,2016,v
BIT,766866,B,Bestått,2017,v
BIT,766867,B,Bestått,2016,v
BIT,766868,C,Bestått,2016,v
BIT,766869,F,Ikke bestått,2016,v
BIT,766869,D,Bestått,2017,v
BIT,766869,C,Bestått,2018,v
BIT,766871,F,Ikke bestått,2016,v
BIT,766871,E,Bestått,2016,s
BIT,766872,C,Bestått,2016,v
BIT,766872,,Ikke møtt,2018,v
BIT,766873,D,Bestått,2016,v
BIT,766873,C,Bestått,2017,v
BIT,766874,C,Bestått,2016,v
BIT,766874,,Ikke møtt,2017,v
BIT,766876,D,Bestått,2016,v
BIT,766876,C,Bestått,2018,v
BIT,766877,A,Bestått,2016,v
BIT,766878,D,Bestått,2016,v
BIT,766878,E,Bestått,2018,v
BIT,766879,,Manglende øvinger,2016,v
BIT,766879,F,Ikke bestått,2018,v
BIT,766880,F,Ikke bestått,2016,v
BIT,766880,F,Ikke bestått,2016,s
BIT,766880,E,Bestått,2017,v
BIT,766880,,Trekk under eksamen (Avbrutt eksamen),2018,v
BIT,766880,,Ikke møtt,2018,s
BIT,766882,F,Ikke bestått,2016,v
BIT,766882,F,Ikke bestått,2016,s
BIT,766882,D,Bestått,2017,v
BIT,766885,C,Bestått,2016,v
BIT,766886,,Manglende øvinger,2016,v
BIT,766886,C,Bestått,2017,v
BIT,766887,C,Bestått,2016,v
BIT,766888,,Ikke møtt,2016,v
BIT,766890,C,Bestått,2016,v
BIT,766891,E,Bestått,2016,v
BIT,766891,E,Bestått,2018,v
BIT,766892,,Ikke møtt,2016,v
BIT,766892,,Trekk under eksamen (Avbrutt eksamen),2017,v
BIT,766893,A,Bestått,2016,v
BIT,766894,,Manglende øvinger,2018,v
BIT,766895,E,Bestått,2016,v
BIT,766896,C,Bestått,2016,v
BIT,766897,A,Bestått,2016,v
BIT,766898,C,Bestått,2016,v
BIT,766899,C,Bestått,2016,v
BIT,766899,B,Bestått,2017,v
BIT,766901,B,Bestått,2016,v
BIT,766902,C,Bestått,2016,v
BIT,766903,E,Bestått,2016,v
BIT,766904,C,Bestått,2016,v
BIT,766905,E,Bestått,2016,v
BIT,766905,D,Bestått,2017,v
BIT,766906,B,Bestått,2016,v
BIT,766907,D,Bestått,2016,v
BIT,766907,B,Bestått,2017,v
BIT,766908,C,Bestått,2016,v
BIT,766909,C,Bestått,2016,v
BIT,766911,C,Bestått,2016,v
BIT,766912,D,Bestått,2016,v
BIT,766913,A,Bestått,2016,v
BIT,766915,F,Ikke bestått,2016,v
BIT,766915,F,Ikke bestått,2017,v
BIT,766915,E,Bestått,2017,s
BIT,766916,C,Bestått,2016,v
BIT,767064,C,Bestått,2017,v
BIT,767209,,Manglende øvinger,2017,v
BIT,767779,B,Bestått,2016,v
BIT,767843,C,Bestått,2016,v
BIT,767908,C,Bestått,2016,v
BIT,768949,D,Bestått,2016,v
BIT,768949,F,Ikke bestått,2017,v
BIT,769472,,Trekk under eksamen (Avbrutt eksamen),2018,v
BIT,770009,,Manglende øvinger,2017,v
BIT,770080,F,Ikke bestått,2017,v
BIT,770662,E,Bestått,2017,v
BIT,772526,E,Bestått,2017,v
BIT,772802,,Manglende øvinger,2017,v
BIT,999621,C,Bestått,2017,v
BIT,999639,,Ikke møtt,2018,v
BKULT,698488,B,Bestått,2010,v
BMAT,70581,D,Bestått,2013,v
BMAT,432505,A,Bestått,2011,v
BMAT,478783,E,Bestått,2018,v
BMAT,492404,F,Ikke bestått,2018,v
BMAT,492404,B,Bestått,2018,s
BMAT,492405,C,Bestått,2018,v
BMAT,492414,C,Bestått,2018,v
BMAT,691249,D,Bestått,2013,v
BMAT,700368,C,Bestått,2010,v
BMAT,704538,F,Ikke bestått,2011,v
BMAT,704538,E,Bestått,2011,s
BMAT,711138,E,Bestått,2010,v
BMAT,712631,C,Bestått,2010,v
BMAT,712631,B,Bestått,2011,v
BMAT,722380,C,Bestått,2012,v
BMAT,722386,B,Bestått,2012,v
BMAT,722390,E,Bestått,2012,v
