programkode,studentnr,karakter,vurderingsstatus,year,semester
MTING,732337,F,Ikke bestått,2012,v
MTING,732337,D,Bestått,2012,s
MTING,732338,B,Bestått,2012,v
MTING,732339,C,Bestått,2012,v
MTING,732340,B,Bestått,2012,v
MTING,732341,D,Bestått,2012,v
MTING,732343,C,Bestått,2013,v
MTING,732344,C,Bestått,2012,v
MTING,732348,E,Bestått,2012,v
MTING,732349,A,Bestått,2012,v
MTING,732350,A,Bestått,2012,v
MTING,732352,,Manglende øvinger,2012,v
MTING,732353,D,Bestått,2012,v
MTING,732354,,Manglende øvinger,2012,v
MTING,732394,B,Bestått,2012,v
MTING,732400,C,Bestått,2012,v
MTING,732404,B,Bestått,2016,v
MTING,737975,C,Bestått,2013,v
MTING,738010,D,Bestått,2013,v
MTING,739886,E,Bestått,2014,v
MTING,740939,,Trekk under eksamen (Avbrutt eksamen),2014,v
MTING,740939,B,Bestått,2014,s
MTING,741943,E,Bestått,2013,v
MTING,741944,E,Bestått,2014,v
MTING,741944,B,Bestått,2015,v
MTING,741945,B,Bestått,2013,v
MTING,741946,D,Bestått,2013,v
MTING,741947,C,Bestått,2013,v
MTING,741949,C,Bestått,2013,v
MTING,741950,E,Bestått,2013,v
MTING,741951,A,Bestått,2013,v
MTING,741952,D,Bestått,2013,v
MTING,741953,C,Bestått,2013,v
MTING,741954,,Manglende øvinger,2013,v
MTING,741956,A,Bestått,2013,v
MTING,741957,C,Bestått,2013,v
MTING,741958,,Trekk under eksamen (Avbrutt eksamen),2013,v
MTING,741958,,Ikke møtt,2013,s
MTING,741958,,Ikke møtt,2014,v
MTING,741959,C,Bestått,2013,v
MTING,741960,,Manglende øvinger,2013,v
MTING,741961,C,Bestått,2013,v
MTING,741962,,Trekk under eksamen (Avbrutt eksamen),2013,v
MTING,741962,,Trekk under eksamen (Avbrutt eksamen),2014,v
MTING,741962,,Ikke møtt,2014,s
MTING,741964,,Manglende øvinger,2013,v
MTING,741965,B,Bestått,2013,v
MTING,741966,C,Bestått,2013,v
MTING,741967,B,Bestått,2013,v
MTING,741968,,Trekk under eksamen (Avbrutt eksamen),2013,v
MTING,741968,,Ikke møtt,2013,s
MTING,741968,,Ikke møtt,2014,v
MTING,741968,,Trekk under eksamen (Avbrutt eksamen),2015,v
MTING,741969,C,Bestått,2013,v
MTING,741970,C,Bestått,2013,v
MTING,741971,E,Bestått,2013,v
MTING,741972,C,Bestått,2013,v
MTING,741973,C,Bestått,2013,v
MTING,741974,C,Bestått,2013,v
MTING,741975,C,Bestått,2013,v
MTING,741979,C,Bestått,2013,v
MTING,741980,D,Bestått,2013,v
MTING,742030,,Manglende øvinger,2014,v
MTING,745951,D,Bestått,2014,v
MTING,745951,C,Bestått,2015,v
MTING,746077,C,Bestått,2014,v
MTING,746158,C,Bestått,2015,v
MTING,746174,B,Bestått,2014,v
MTING,747974,,Trekk under eksamen (Avbrutt eksamen),2014,v
MTING,747974,C,Bestått,2014,s
MTING,747975,D,Bestått,2014,v
MTING,747977,C,Bestått,2014,v
MTING,747978,A,Bestått,2014,v
MTING,747980,B,Bestått,2014,v
MTING,747981,D,Bestått,2014,v
MTING,747982,B,Bestått,2014,v
MTING,747984,D,Bestått,2014,v
MTING,747984,C,Bestått,2015,v
MTING,747985,E,Bestått,2014,v
MTING,747987,C,Bestått,2014,v
MTING,747988,A,Bestått,2014,v
MTING,747990,B,Bestått,2014,v
MTING,747991,A,Bestått,2014,v
MTING,747992,D,Bestått,2014,v
MTING,747993,,Trekk under eksamen (Avbrutt eksamen),2014,v
MTING,747993,D,Bestått,2014,s
MTING,747993,B,Bestått,2015,v
MTING,747994,F,Ikke bestått,2014,v
MTING,747994,F,Ikke bestått,2014,s
MTING,747994,E,Bestått,2015,v
MTING,747996,E,Bestått,2014,v
MTING,747997,A,Bestått,2014,v
MTING,747998,D,Bestått,2014,v
MTING,747999,D,Bestått,2014,v
MTING,748001,,Trekk under eksamen (Avbrutt eksamen),2014,v
MTING,748001,,Trekk under eksamen (Avbrutt eksamen),2015,v
MTING,748001,,Ikke møtt,2016,v
MTING,748002,F,Ikke bestått,2014,v
MTING,748002,D,Bestått,2015,v
MTING,748003,C,Bestått,2014,v
MTING,748005,E,Bestått,2014,v
MTING,748005,A,Bestått,2017,v
MTING,748006,F,Ikke bestått,2014,v
MTING,748007,C,Bestått,2014,v
MTING,748008,F,Ikke bestått,2014,v
MTING,748008,E,Bestått,2014,s
MTING,748009,E,Bestått,2014,v
MTING,748011,B,Bestått,2014,v
MTING,748012,B,Bestått,2014,v
MTING,748013,D,Bestått,2014,v
MTING,748013,C,Bestått,2016,v
MTING,748014,E,Bestått,2014,v
MTING,748016,E,Bestått,2014,v
MTING,749701,C,Bestått,2017,v
MTING,749965,C,Bestått,2014,v
MTING,750087,C,Bestått,2018,v
MTING,750246,,Manglende øvinger,2015,v
MTING,750246,,Manglende øvinger,2016,v
MTING,750246,,Manglende øvinger,2017,v
MTING,750391,C,Bestått,2015,v
MTING,750415,D,Bestått,2014,v
MTING,750439,D,Bestått,2014,v
MTING,751039,,Trekk under eksamen (Avbrutt eksamen),2016,v
MTING,751039,,Ikke møtt,2017,v
MTING,755131,D,Bestått,2015,v
MTING,755510,B,Bestått,2016,v
MTING,755575,C,Bestått,2015,v
MTING,755602,F,Ikke bestått,2015,v
MTING,755602,E,Bestått,2016,v
MTING,756592,F,Ikke bestått,2016,v
MTING,756592,F,Ikke bestått,2017,v
MTING,756592,F,Ikke bestått,2018,v
MTING,757283,C,Bestått,2017,v
MTING,757380,C,Bestått,2017,v
MTING,757608,C,Bestått,2017,v
MTING,757654,C,Bestått,2015,v
MTING,758118,F,Ikke bestått,2018,v
MTING,758146,F,Ikke bestått,2015,v
MTING,758146,E,Bestått,2015,s
MTING,758328,E,Bestått,2016,v
MTING,758328,C,Bestått,2018,v
MTING,758683,C,Bestått,2015,v
MTING,758684,A,Bestått,2015,v
MTING,758685,,Trekk under eksamen (Avbrutt eksamen),2015,v
MTING,758685,,Trekk under eksamen (Avbrutt eksamen),2016,v
MTING,758685,E,Bestått,2016,s
MTING,758685,,Ikke møtt,2018,v
MTING,758686,C,Bestått,2015,v
MTING,758687,,Trekk under eksamen (Avbrutt eksamen),2015,v
MTING,758687,C,Bestått,2016,v
MTING,758688,,Trekk under eksamen (Avbrutt eksamen),2015,v
MTING,758688,F,Ikke bestått,2015,s
MTING,758690,D,Bestått,2015,v
MTING,758691,C,Bestått,2015,v
MTING,758692,D,Bestått,2015,v
MTING,758693,F,Ikke bestått,2015,v
MTING,758693,F,Ikke bestått,2015,s
MTING,758693,E,Bestått,2016,v
MTING,758695,A,Bestått,2015,v
MTING,758696,B,Bestått,2015,v
MTING,758697,E,Bestått,2015,v
MTING,758697,E,Bestått,2017,v
MTING,758700,B,Bestått,2015,v
MTING,758701,C,Bestått,2015,v
MTING,758703,F,Ikke bestått,2015,v
MTING,758703,F,Ikke bestått,2015,s
MTING,758703,C,Bestått,2016,v
MTING,758704,D,Bestått,2015,v
MTING,758705,C,Bestått,2015,v
MTING,758707,,Trekk under eksamen (Avbrutt eksamen),2015,v
MTING,758707,,Ikke møtt,2015,s
MTING,758707,F,Ikke bestått,2016,v
MTING,758707,,Ikke møtt,2016,s
MTING,758708,,Manglende øvinger,2016,v
MTING,758708,,Manglende øvinger,2018,v
MTING,758709,B,Bestått,2015,v
MTING,758710,C,Bestått,2015,v
MTING,758711,F,Ikke bestått,2015,v
MTING,758711,C,Bestått,2015,s
MTING,758712,C,Bestått,2015,v
MTING,758713,B,Bestått,2015,v
MTING,758715,B,Bestått,2015,v
MTING,758717,E,Bestått,2015,v
MTING,758719,B,Bestått,2015,v
MTING,758720,B,Bestått,2015,v
MTING,758721,B,Bestått,2015,v
MTING,759069,E,Bestått,2017,v
MTING,759170,B,Bestått,2017,v
MTING,759229,A,Bestått,2017,v
MTING,759241,,Manglende øvinger,2017,v
MTING,759241,D,Bestått,2018,v
MTING,759280,C,Bestått,2018,v
MTING,759306,A,Bestått,2017,v
MTING,759314,D,Bestått,2018,v
MTING,759327,C,Bestått,2017,v
MTING,759335,C,Bestått,2018,v
MTING,759750,F,Ikke bestått,2017,v
MTING,759750,E,Bestått,2017,s
MTING,760785,C,Bestått,2016,v
MTING,762625,D,Bestått,2017,v
MTING,763814,B,Bestått,2016,v
MTING,765154,,Trekk under eksamen (Avbrutt eksamen),2016,v
MTING,765154,C,Bestått,2016,s
MTING,765154,B,Bestått,2018,v
MTING,765347,B,Bestått,2016,v
MTING,765914,C,Bestått,2016,v
MTING,767042,D,Bestått,2018,v
MTING,767436,,Manglende øvinger,2017,v
MTING,767543,C,Bestått,2017,v
MTING,767595,B,Bestått,2017,v
MTING,767863,C,Bestått,2017,v
MTING,767999,B,Bestått,2017,v
MTING,768053,B,Bestått,2016,v
MTING,768059,C,Bestått,2017,v
MTING,768086,D,Bestått,2016,v
MTING,768126,E,Bestått,2018,v
MTING,768182,E,Bestått,2018,v
MTING,768196,A,Bestått,2017,v
MTING,768199,C,Bestått,2017,v
MTING,768204,C,Bestått,2017,v
MTING,768209,E,Bestått,2016,v
MTING,768209,B,Bestått,2017,v
MTING,768572,A,Bestått,2016,v
MTING,769506,A,Bestått,2016,v
MTING,769507,B,Bestått,2016,v
MTING,769508,D,Bestått,2016,v
MTING,769509,B,Bestått,2016,v
MTING,769511,A,Bestått,2016,v
MTING,769513,F,Ikke bestått,2016,v
MTING,769513,,Trekk under eksamen (Avbrutt eksamen),2017,v
MTING,769513,D,Bestått,2017,s
MTING,769515,D,Bestått,2016,v
MTING,769516,E,Bestått,2016,v
MTING,769517,C,Bestått,2016,v
MTING,769517,C,Bestått,2017,v
MTING,769518,,Ikke møtt,2016,v
MTING,769520,F,Ikke bestått,2017,v
MTING,769520,F,Ikke bestått,2018,v
MTING,769521,B,Bestått,2016,v
MTING,769522,C,Bestått,2016,v
MTING,769524,D,Bestått,2016,v
MTING,769525,D,Bestått,2016,v
MTING,769526,A,Bestått,2016,v
MTING,769528,D,Bestått,2016,v
MTING,769529,B,Bestått,2016,v
MTING,769530,B,Bestått,2016,v
MTING,769532,F,Ikke bestått,2016,v
MTING,769532,,Ikke møtt,2016,s
MTING,769532,,Ikke møtt,2017,v
MTING,769533,C,Bestått,2016,v
MTING,769534,D,Bestått,2016,v
MTING,769534,,Ikke møtt,2018,v
MTING,769535,C,Bestått,2016,v
MTING,769536,F,Ikke bestått,2016,v
MTING,769536,,Ikke møtt,2016,s
MTING,769536,,Ikke møtt,2018,v
MTING,769537,C,Bestått,2016,v
MTING,769538,C,Bestått,2016,v
MTING,769543,C,Bestått,2016,v
MTING,769545,C,Bestått,2016,v
MTING,769546,D,Bestått,2016,v
MTING,769547,E,Bestått,2016,v
MTING,769548,E,Bestått,2016,v
MTING,769549,F,Ikke bestått,2016,v
MTING,769549,F,Ikke bestått,2017,v
MTING,769695,C,Bestått,2018,v
MTING,769863,,Trekk under eksamen (Avbrutt eksamen),2017,v
MTING,769863,E,Bestått,2018,v
MTING,770478,B,Bestått,2017,v
MTING,999394,,Ikke møtt,2018,v
MTING,999820,E,Bestått,2018,v
MTIØT,100081,,Manglende øvinger,2014,v
MTIØT,477878,,Trekk under eksamen (Avbrutt eksamen),2018,v
MTIØT,477878,C,Bestått,2018,s
MTIØT,477974,F,Ikke bestått,2017,v
MTIØT,477974,E,Bestått,2018,v
MTIØT,478013,C,Bestått,2017,v
MTIØT,478100,D,Bestått,2018,v
MTIØT,478101,B,Bestått,2017,v
MTIØT,478102,B,Bestått,2017,v
MTIØT,478103,A,Bestått,2017,v
MTIØT,478109,B,Bestått,2017,v
MTIØT,478110,B,Bestått,2017,v
MTIØT,478112,F,Ikke bestått,2017,v
MTIØT,478112,F,Ikke bestått,2018,v
MTIØT,478113,A,Bestått,2017,v
MTIØT,478115,C,Bestått,2017,v
MTIØT,478117,D,Bestått,2017,v
MTIØT,478120,A,Bestått,2017,v
MTIØT,478121,B,Bestått,2017,v
MTIØT,478122,C,Bestått,2017,v
MTIØT,478122,C,Bestått,2018,v
MTIØT,478123,B,Bestått,2017,v
MTIØT,478126,B,Bestått,2017,v
MTIØT,478127,A,Bestått,2017,v
MTIØT,478128,A,Bestått,2017,v
MTIØT,478131,A,Bestått,2017,v
MTIØT,478132,C,Bestått,2018,v
MTIØT,478134,A,Bestått,2017,v
MTIØT,478137,F,Ikke bestått,2017,v
MTIØT,478137,,Ikke møtt,2017,s
MTIØT,478137,D,Bestått,2018,v
MTIØT,478140,B,Bestått,2017,v
MTIØT,478141,C,Bestått,2017,v
MTIØT,478143,A,Bestått,2017,v
MTIØT,478146,B,Bestått,2017,v
MTIØT,478147,A,Bestått,2017,v
MTIØT,478148,B,Bestått,2017,v
MTIØT,478149,B,Bestått,2017,v
MTIØT,478153,D,Bestått,2017,v
MTIØT,478154,B,Bestått,2017,v
MTIØT,478155,B,Bestått,2017,v
MTIØT,478156,A,Bestått,2017,v
MTIØT,478157,C,Bestått,2017,v
MTIØT,478158,C,Bestått,2017,v
MTIØT,478158,,Ikke møtt,2018,v
MTIØT,478160,A,Bestått,2017,v
MTIØT,478161,B,Bestått,2018,v
MTIØT,478163,,Trekk under eksamen (Avbrutt eksamen),2017,v
MTIØT,478165,A,Bestått,2017,v
MTIØT,478166,C,Bestått,2017,v
MTIØT,478168,D,Bestått,2017,v
MTIØT,478169,A,Bestått,2017,v
MTIØT,478170,B,Bestått,2017,v
MTIØT,478171,A,Bestått,2017,v
MTIØT,478172,A,Bestått,2017,v
MTIØT,478179,A,Bestått,2017,v
MTIØT,478180,A,Bestått,2017,v
MTIØT,478181,A,Bestått,2017,v
MTIØT,478222,F,Ikke bestått,2017,v
MTIØT,478222,,Legeattest,2017,s
MTIØT,478222,,Trekk under eksamen (Avbrutt eksamen),2018,v
MTIØT,478222,E,Bestått,2018,s
MTIØT,478300,E,Bestått,2018,v
MTIØT,478383,A,Bestått,2018,v
MTIØT,482887,D,Bestått,2018,v
MTIØT,485478,F,Ikke bestått,2018,v
MTIØT,485478,,Ikke møtt,2018,s
MTIØT,486624,B,Bestått,2018,v
MTIØT,486816,C,Bestått,2018,v
MTIØT,487145,B,Bestått,2018,v
MTIØT,487500,D,Bestått,2018,v
MTIØT,487539,D,Bestått,2018,v
MTIØT,487621,C,Bestått,2018,v
MTIØT,487623,C,Bestått,2018,v
MTIØT,487646,A,Bestått,2018,v
MTIØT,487774,F,Ikke bestått,2018,v
MTIØT,487774,A,Bestått,2018,s
MTIØT,487816,C,Bestått,2018,v
MTIØT,490747,F,Ikke bestått,2018,v
MTIØT,490750,C,Bestått,2018,v
MTIØT,490753,C,Bestått,2018,v
MTIØT,490755,C,Bestått,2018,v
MTIØT,490756,C,Bestått,2018,v
MTIØT,490759,C,Bestått,2018,v
MTIØT,490762,C,Bestått,2018,v
MTIØT,490765,C,Bestått,2018,v
MTIØT,490766,B,Bestått,2018,v
MTIØT,490767,C,Bestått,2018,v
MTIØT,490769,C,Bestått,2018,v
MTIØT,490770,C,Bestått,2018,v
MTIØT,490771,C,Bestått,2018,v
MTIØT,490772,E,Bestått,2018,v
MTIØT,490773,C,Bestått,2018,v
MTIØT,490774,B,Bestått,2018,v
MTIØT,490777,C,Bestått,2018,v
MTIØT,490778,B,Bestått,2018,v
MTIØT,490779,D,Bestått,2018,v
MTIØT,490780,F,Ikke bestått,2018,v
MTIØT,490781,C,Bestått,2018,v
MTIØT,490783,A,Bestått,2018,v
MTIØT,490784,E,Bestått,2018,v
MTIØT,490785,C,Bestått,2018,v
MTIØT,490787,D,Bestått,2018,v
MTIØT,490788,C,Bestått,2018,v
MTIØT,490793,E,Bestått,2018,v
MTIØT,490794,B,Bestått,2018,v
MTIØT,490796,D,Bestått,2018,v
MTIØT,490797,B,Bestått,2018,v
MTIØT,490798,B,Bestått,2018,v
MTIØT,490800,D,Bestått,2018,v
MTIØT,490801,A,Bestått,2018,v
MTIØT,490804,B,Bestått,2018,v
MTIØT,490805,E,Bestått,2018,v
MTIØT,490806,C,Bestått,2018,v
MTIØT,490809,C,Bestått,2018,v
MTIØT,490810,C,Bestått,2018,v
MTIØT,490811,B,Bestått,2018,v
MTIØT,490812,A,Bestått,2018,v
MTIØT,490814,F,Ikke bestått,2018,v
MTIØT,490814,F,Ikke bestått,2018,s
MTIØT,490816,C,Bestått,2018,v
MTIØT,490818,B,Bestått,2018,v
MTIØT,490819,C,Bestått,2018,v
MTIØT,490820,B,Bestått,2018,v
MTIØT,490821,B,Bestått,2018,v
MTIØT,490825,C,Bestått,2018,v
MTIØT,490826,B,Bestått,2018,v
MTIØT,490827,D,Bestått,2018,v
MTIØT,490828,C,Bestått,2018,v
MTIØT,490829,D,Bestått,2018,v
MTIØT,490830,B,Bestått,2018,v
MTIØT,490831,A,Bestått,2018,v
MTIØT,490832,D,Bestått,2018,v
MTIØT,490833,C,Bestått,2018,v
MTIØT,490834,A,Bestått,2018,v
MTIØT,490835,F,Ikke bestått,2018,v
MTIØT,490838,C,Bestått,2018,v
MTIØT,490839,A,Bestått,2018,v
MTIØT,490840,C,Bestått,2018,v
MTIØT,490841,C,Bestått,2018,v
MTIØT,691818,F,Ikke bestått,2013,v
MTIØT,691818,F,Ikke bestått,2014,v
MTIØT,691818,,Ikke møtt,2014,s
MTIØT,691818,,Ikke møtt,2015,v
MTIØT,691818,,Ikke møtt,2016,v
MTIØT,691818,,Ikke møtt,2017,v
MTIØT,691818,,Ikke møtt,2018,v
MTIØT,692566,D,Bestått,2010,v
MTIØT,693186,,Manglende øvinger,2012,v
MTIØT,693186,,Manglende øvinger,2013,v
MTIØT,693186,,Manglende øvinger,2014,v
MTIØT,696478,B,Bestått,2011,v
MTIØT,696478,C,Bestått,2012,v
MTIØT,696924,E,Bestått,2013,v
MTIØT,697480,,Trekk under eksamen (Avbrutt eksamen),2017,v
MTIØT,697480,F,Ikke bestått,2017,s
MTIØT,697480,D,Bestått,2018,v
MTIØT,697608,,Manglende øvinger,2011,v
MTIØT,697884,D,Bestått,2010,v
MTIØT,705696,C,Bestått,2010,v
MTIØT,707385,D,Bestått,2014,v
MTIØT,707385,B,Bestått,2015,v
MTIØT,707608,B,Bestått,2010,v
MTIØT,707870,C,Bestått,2013,v
MTIØT,708041,C,Bestått,2010,v
MTIØT,708041,,Ikke møtt,2013,v
MTIØT,708128,,Trekk under eksamen (Avbrutt eksamen),2010,v
MTIØT,708128,B,Bestått,2010,s
MTIØT,708439,,Trekk under eksamen (Avbrutt eksamen),2010,v
MTIØT,708439,,Trekk under eksamen (Avbrutt eksamen),2010,s
MTIØT,708439,C,Bestått,2011,v
MTIØT,708439,,Ikke møtt,2014,v
MTIØT,708629,B,Bestått,2011,v
MTIØT,708630,B,Bestått,2011,v
MTIØT,708780,C,Bestått,2010,v
MTIØT,708799,A,Bestått,2010,v
MTIØT,708803,B,Bestått,2010,v
MTIØT,708818,C,Bestått,2010,v
MTIØT,708818,B,Bestått,2011,v
MTIØT,708826,,Manglende øvinger,2010,v
MTIØT,708837,B,Bestått,2010,v
MTIØT,709999,,Manglende øvinger,2018,v
MTIØT,712704,B,Bestått,2010,v
MTIØT,713629,E,Bestått,2013,v
MTIØT,713629,D,Bestått,2015,v
MTIØT,714239,F,Ikke bestått,2012,v
MTIØT,714239,C,Bestått,2012,s
MTIØT,714239,A,Bestått,2013,v
MTIØT,714964,B,Bestått,2012,v
MTIØT,714964,A,Bestått,2013,v
MTIØT,715982,C,Bestått,2011,v
MTIØT,715982,,Gyldig fravær,2013,v
MTIØT,715982,C,Bestått,2013,s
MTIØT,716029,E,Bestått,2013,v
MTIØT,716059,A,Bestått,2010,v
MTIØT,716062,A,Bestått,2010,v
MTIØT,716064,C,Bestått,2010,v
MTIØT,716068,A,Bestått,2010,v
MTIØT,716070,F,Ikke bestått,2010,v
MTIØT,716070,F,Ikke bestått,2010,s
MTIØT,716070,B,Bestått,2011,v
MTIØT,716074,B,Bestått,2010,v
MTIØT,716076,F,Ikke bestått,2010,v
MTIØT,716076,E,Bestått,2010,s
MTIØT,716076,D,Bestått,2011,v
MTIØT,716080,A,Bestått,2010,v
MTIØT,716082,B,Bestått,2011,v
MTIØT,716082,A,Bestått,2012,v
MTIØT,716087,C,Bestått,2010,v
MTIØT,716087,B,Bestått,2011,v
MTIØT,716092,C,Bestått,2010,v
MTIØT,716093,B,Bestått,2010,v
MTIØT,716094,,Manglende øvinger,2011,v
MTIØT,716119,,Trekk under eksamen (Avbrutt eksamen),2010,v
MTIØT,716119,D,Bestått,2010,s
MTIØT,716119,C,Bestått,2011,v
MTIØT,716127,D,Bestått,2010,v
MTIØT,716127,,Ikke møtt,2011,v
MTIØT,716135,A,Bestått,2010,v
MTIØT,719994,B,Bestått,2011,v
MTIØT,720044,C,Bestått,2011,v
MTIØT,720044,,Ikke møtt,2014,v
MTIØT,720956,B,Bestått,2011,v
MTIØT,722298,,Trekk under eksamen (Avbrutt eksamen),2012,v
MTIØT,722298,B,Bestått,2012,s
MTIØT,722367,C,Bestått,2013,v
MTIØT,722832,B,Bestått,2012,v
MTIØT,722973,C,Bestått,2017,v
MTIØT,723545,,Manglende øvinger,2016,v
MTIØT,724153,A,Bestått,2011,v
MTIØT,724154,F,Ikke bestått,2011,v
MTIØT,724154,A,Bestått,2011,s
MTIØT,724157,B,Bestått,2011,v
MTIØT,724162,A,Bestått,2012,v
MTIØT,724163,C,Bestått,2011,v
MTIØT,724167,E,Bestått,2011,v
MTIØT,724167,E,Bestått,2014,v
MTIØT,724176,A,Bestått,2011,v
MTIØT,724181,B,Bestått,2013,v
MTIØT,724182,A,Bestått,2011,v
MTIØT,724188,A,Bestått,2011,v
MTIØT,724194,C,Bestått,2011,v
MTIØT,724201,C,Bestått,2011,v
MTIØT,724206,C,Bestått,2011,v
MTIØT,724218,F,Ikke bestått,2011,v
MTIØT,724218,,Ikke møtt,2012,v
MTIØT,724222,D,Bestått,2011,v
MTIØT,724226,D,Bestått,2011,v
MTIØT,724228,C,Bestått,2011,v
MTIØT,724230,C,Bestått,2011,v
MTIØT,724234,C,Bestått,2011,v
MTIØT,724235,B,Bestått,2011,v
MTIØT,724235,A,Bestått,2012,v
MTIØT,724237,F,Ikke bestått,2011,v
MTIØT,724237,,Trekk under eksamen (Avbrutt eksamen),2012,v
MTIØT,724237,B,Bestått,2014,v
MTIØT,724240,C,Bestått,2011,v
MTIØT,724246,C,Bestått,2011,v
MTIØT,724249,C,Bestått,2011,v
MTIØT,724252,B,Bestått,2012,v
MTIØT,724253,B,Bestått,2011,v
MTIØT,724253,A,Bestått,2012,v
MTIØT,724257,F,Ikke bestått,2011,v
MTIØT,724257,,Ikke møtt,2011,s
MTIØT,724258,F,Ikke bestått,2011,v
MTIØT,724258,E,Bestått,2012,v
MTIØT,724258,,Gyldig fravær,2014,v
MTIØT,724258,D,Bestått,2014,s
MTIØT,724319,D,Bestått,2011,v
MTIØT,724494,C,Bestått,2012,v
MTIØT,724494,,Ikke møtt,2016,v
MTIØT,725209,,Manglende øvinger,2012,v
MTIØT,725209,C,Bestått,2015,v
MTIØT,727492,A,Bestått,2012,v
MTIØT,728930,A,Bestått,2012,v
MTIØT,729092,A,Bestått,2012,v
MTIØT,729136,A,Bestått,2012,v
MTIØT,729554,C,Bestått,2012,v
MTIØT,729656,C,Bestått,2012,v
MTIØT,729841,F,Ikke bestått,2013,v
MTIØT,729841,,Ikke møtt,2013,s
MTIØT,729841,F,Ikke bestått,2016,v
MTIØT,729841,,Ikke møtt,2016,s
MTIØT,729841,F,Ikke bestått,2017,v
MTIØT,729841,F,Ikke bestått,2018,v
MTIØT,729841,,Ikke møtt,2018,s
MTIØT,729926,B,Bestått,2013,v
MTIØT,731628,C,Bestått,2015,v
MTIØT,731948,E,Bestått,2015,v
MTIØT,732017,C,Bestått,2013,v
MTIØT,732049,F,Ikke bestått,2013,v
MTIØT,732049,F,Ikke bestått,2013,s
MTIØT,732049,F,Ikke bestått,2014,v
MTIØT,732049,F,Ikke bestått,2015,v
MTIØT,732049,D,Bestått,2015,s
MTIØT,732215,C,Bestått,2012,v
MTIØT,732215,B,Bestått,2013,v
MTIØT,732218,B,Bestått,2012,v
MTIØT,732220,,Trekk under eksamen (Avbrutt eksamen),2014,v
MTIØT,732220,B,Bestått,2014,s
MTIØT,732221,A,Bestått,2013,v
MTIØT,732222,B,Bestått,2012,v
MTIØT,732222,A,Bestått,2013,v
MTIØT,732225,,Manglende øvinger,2012,v
MTIØT,732226,B,Bestått,2012,v
MTIØT,732227,A,Bestått,2012,v
MTIØT,732228,B,Bestått,2012,v
MTIØT,732229,C,Bestått,2012,v
MTIØT,732231,A,Bestått,2012,v
MTIØT,732232,B,Bestått,2012,v
MTIØT,732236,B,Bestått,2012,v
MTIØT,732237,A,Bestått,2012,v
MTIØT,732243,A,Bestått,2012,v
MTIØT,732244,B,Bestått,2012,v
MTIØT,732246,C,Bestått,2012,v
MTIØT,732246,,Ikke møtt,2015,v
MTIØT,732249,B,Bestått,2012,v
MTIØT,732249,B,Bestått,2015,v
MTIØT,732250,A,Bestått,2012,v
MTIØT,732252,D,Bestått,2012,v
MTIØT,732255,C,Bestått,2012,v
MTIØT,732257,B,Bestått,2012,v
MTIØT,732261,B,Bestått,2015,v
MTIØT,732264,B,Bestått,2012,v
MTIØT,732266,A,Bestått,2012,v
MTIØT,732270,C,Bestått,2012,v
MTIØT,732275,B,Bestått,2012,v
MTIØT,732276,A,Bestått,2012,v
MTIØT,732277,A,Bestått,2014,v
MTIØT,732279,A,Bestått,2012,v
MTIØT,732280,B,Bestått,2012,v
MTIØT,732280,C,Bestått,2015,v
MTIØT,732281,A,Bestått,2012,v
MTIØT,732283,B,Bestått,2012,v
MTIØT,732285,A,Bestått,2013,v
MTIØT,732293,C,Bestått,2012,v
MTIØT,732294,D,Bestått,2012,v
MTIØT,732294,A,Bestått,2013,v
MTIØT,732297,A,Bestått,2012,v
MTIØT,732300,B,Bestått,2012,v
MTIØT,732302,B,Bestått,2012,v
MTIØT,733748,E,Bestått,2013,v
MTIØT,733748,F,Ikke bestått,2014,v
MTIØT,733748,C,Bestått,2016,v
MTIØT,737931,C,Bestått,2013,v
MTIØT,738062,B,Bestått,2013,v
MTIØT,738314,A,Bestått,2013,v
MTIØT,738857,B,Bestått,2013,v
MTIØT,739776,E,Bestått,2016,v
MTIØT,741111,F,Ikke bestått,2014,v
MTIØT,741308,C,Bestått,2013,v
MTIØT,741640,C,Bestått,2017,v
MTIØT,741640,D,Bestått,2018,v
MTIØT,741651,D,Bestått,2014,v
MTIØT,741656,D,Bestått,2014,v
MTIØT,741745,C,Bestått,2014,v
MTIØT,741746,C,Bestått,2016,v
MTIØT,741852,,Trekk under eksamen (Avbrutt eksamen),2013,v
MTIØT,741852,E,Bestått,2014,v
MTIØT,741853,,Manglende øvinger,2013,v
MTIØT,741858,,Trekk under eksamen (Avbrutt eksamen),2013,v
MTIØT,741858,E,Bestått,2013,s
MTIØT,741858,C,Bestått,2016,v
MTIØT,741860,,Trekk under eksamen (Avbrutt eksamen),2013,v
MTIØT,741860,D,Bestått,2014,v
MTIØT,741864,B,Bestått,2013,v
MTIØT,741866,,Trekk under eksamen (Avbrutt eksamen),2017,v
MTIØT,741866,C,Bestått,2017,s
MTIØT,741867,B,Bestått,2013,v
MTIØT,741868,B,Bestått,2013,v
MTIØT,741870,C,Bestått,2013,v
MTIØT,741872,A,Bestått,2013,v
MTIØT,741875,B,Bestått,2013,v
MTIØT,741876,B,Bestått,2013,v
MTIØT,741878,B,Bestått,2013,v
MTIØT,741878,B,Bestått,2014,v
MTIØT,741879,,Trekk under eksamen (Avbrutt eksamen),2014,v
MTIØT,741879,F,Ikke bestått,2014,s
MTIØT,741879,D,Bestått,2015,v
