studieprogramkode,studieprogramnavn,kandidatnr,karakter,vurdresstatnavn,aar
BIT,Informatikk - bachelorstudium,10464,E,Bestått,2016
BIT,Informatikk - bachelorstudium,10381,F,Ikke bestått,2016
BIT,Informatikk - bachelorstudium,10160,,Ikke møtt,2016
BIT,Informatikk - bachelorstudium,10214,F,Ikke bestått,2016
BIT,Informatikk - bachelorstudium,10230,,Trekk under eksamen (Avbrutt eksamen),2016
BIT,Informatikk - bachelorstudium,10621,E,Bestått,2016
BIT,Informatikk - bachelorstudium,10045,F,Ikke bestått,2016
BIT,Informatikk - bachelorstudium,10040,A,Bestått,2016
BIT,Informatikk - bachelorstudium,10340,C,Bestått,2016
BIT,Informatikk - bachelorstudium,10582,F,Ikke bestått,2016
BIT,Informatikk - bachelorstudium,10492,D,Bestått,2016
BIT,Informatikk - bachelorstudium,10466,C,Bestått,2016
BIT,Informatikk - bachelorstudium,10386,C,Bestått,2016
BIT,Informatikk - bachelorstudium,10354,E,Bestått,2016
BIT,Informatikk - bachelorstudium,10204,E,Bestått,2016
BIT,Informatikk - bachelorstudium,10534,F,Ikke bestått,2016
BIT,Informatikk - bachelorstudium,10412,C,Bestått,2016
BIT,Informatikk - bachelorstudium,10310,E,Bestått,2016
BIT,Informatikk - bachelorstudium,10360,C,Bestått,2016
BIT,Informatikk - bachelorstudium,10506,E,Bestått,2016
BIT,Informatikk - bachelorstudium,10227,,Manglende øvinger,2016
BIT,Informatikk - bachelorstudium,10325,D,Bestått,2016
BIT,Informatikk - bachelorstudium,10664,C,Bestått,2016
BIT,Informatikk - bachelorstudium,10089,E,Bestått,2016
BIT,Informatikk - bachelorstudium,10125,C,Bestått,2016
BIT,Informatikk - bachelorstudium,10683,,Manglende øvinger,2016
BIT,Informatikk - bachelorstudium,10002,,Manglende øvinger,2016
BIT,Informatikk - bachelorstudium,10663,C,Bestått,2016
BIT,Informatikk - bachelorstudium,10617,C,Bestått,2016
BIT,Informatikk - bachelorstudium,10451,E,Bestått,2016
BIT,Informatikk - bachelorstudium,10367,C,Bestått,2016
BIT,Informatikk - bachelorstudium,10565,A,Bestått,2016
BIT,Informatikk - bachelorstudium,10110,C,Bestått,2016
BIT,Informatikk - bachelorstudium,10130,F,Ikke bestått,2016
BIT,Informatikk - bachelorstudium,10001,,Manglende øvinger,2016
BIT,Informatikk - bachelorstudium,10681,F,Ikke bestått,2016
BIT,Informatikk - bachelorstudium,10302,C,Bestått,2016
BIT,Informatikk - bachelorstudium,10510,F,Ikke bestått,2016
BIT,Informatikk - bachelorstudium,10569,,Manglende øvinger,2016
BIT,Informatikk - bachelorstudium,10152,C,Bestått,2016
BIT,Informatikk - bachelorstudium,10596,D,Bestått,2016
BIT,Informatikk - bachelorstudium,10450,E,Bestått,2016
BIT,Informatikk - bachelorstudium,10680,A,Bestått,2016
BIT,Informatikk - bachelorstudium,10649,F,Ikke bestått,2016
BIT,Informatikk - bachelorstudium,10574,F,Ikke bestått,2016
BIT,Informatikk - bachelorstudium,10368,C,Bestått,2016
BIT,Informatikk - bachelorstudium,10117,,Manglende øvinger,2016
BIT,Informatikk - bachelorstudium,10626,C,Bestått,2016
BIT,Informatikk - bachelorstudium,10355,,Ikke møtt,2016
BIT,Informatikk - bachelorstudium,10243,,Trekk under eksamen (Avbrutt eksamen),2016
BIT,Informatikk - bachelorstudium,10026,C,Bestått,2016
BIT,Informatikk - bachelorstudium,10255,C,Bestått,2016
BIT,Informatikk - bachelorstudium,10414,,Manglende øvinger,2016
BIT,Informatikk - bachelorstudium,10537,,Manglende øvinger,2016
BIT,Informatikk - bachelorstudium,10479,F,Ikke bestått,2016
BIT,Informatikk - bachelorstudium,10602,B,Bestått,2016
BIT,Informatikk - bachelorstudium,10177,E,Bestått,2016
BIT,Informatikk - bachelorstudium,10629,E,Bestått,2016
BIT,Informatikk - bachelorstudium,10410,C,Bestått,2016
BIT,Informatikk - bachelorstudium,10672,D,Bestått,2016
BIT,Informatikk - bachelorstudium,10456,B,Bestått,2016
BIT,Informatikk - bachelorstudium,10389,C,Bestått,2016
BIT,Informatikk - bachelorstudium,10288,F,Ikke bestått,2016
BIT,Informatikk - bachelorstudium,10281,E,Bestått,2016
BIT,Informatikk - bachelorstudium,10251,C,Bestått,2016
BIT,Informatikk - bachelorstudium,10676,B,Bestått,2016
BIT,Informatikk - bachelorstudium,10503,F,Ikke bestått,2016
BIT,Informatikk - bachelorstudium,10266,,Manglende øvinger,2016
BIT,Informatikk - bachelorstudium,10606,E,Bestått,2016
BIT,Informatikk - bachelorstudium,10344,,Manglende øvinger,2016
BIT,Informatikk - bachelorstudium,10522,B,Bestått,2016
BIT,Informatikk - bachelorstudium,10550,,Trekk under eksamen (Avbrutt eksamen),2016
BIT,Informatikk - bachelorstudium,10561,D,Bestått,2016
BIT,Informatikk - bachelorstudium,10241,C,Bestått,2016
BIT,Informatikk - bachelorstudium,10238,C,Bestått,2016
BIT,Informatikk - bachelorstudium,10065,D,Bestått,2016
BIT,Informatikk - bachelorstudium,10184,D,Bestått,2016
BIT,Informatikk - bachelorstudium,10666,F,Ikke bestått,2016
BIT,Informatikk - bachelorstudium,10158,B,Bestått,2016
BIT,Informatikk - bachelorstudium,10237,F,Ikke bestått,2016
BIT,Informatikk - bachelorstudium,10259,,Manglende øvinger,2016
BIT,Informatikk - bachelorstudium,10220,C,Bestått,2016
BIT,Informatikk - bachelorstudium,10231,C,Bestått,2016
BIT,Informatikk - bachelorstudium,10194,,Ikke møtt,2016
BIT,Informatikk - bachelorstudium,10092,C,Bestått,2016
BIT,Informatikk - bachelorstudium,10491,,Manglende øvinger,2016
BIT,Informatikk - bachelorstudium,10682,C,Bestått,2016
BIT,Informatikk - bachelorstudium,10548,C,Bestått,2016
BIT,Informatikk - bachelorstudium,10427,,Legeattest,2016
BIT,Informatikk - bachelorstudium,10338,D,Bestått,2016
BIT,Informatikk - bachelorstudium,10458,,Manglende øvinger,2016
BIT,Informatikk - bachelorstudium,10274,,Trekk under eksamen (Avbrutt eksamen),2016
BIT,Informatikk - bachelorstudium,10124,,Ikke møtt,2016
BIT,Informatikk - bachelorstudium,10004,,Manglende øvinger,2016
BIT,Informatikk - bachelorstudium,10630,B,Bestått,2016
BIT,Informatikk - bachelorstudium,10119,,Manglende øvinger,2016
BIT,Informatikk - bachelorstudium,10169,,Manglende øvinger,2016
BMAT,Matematiske fag - bachelorstudium,10636,B,Bestått,2016
BPED,Pedagogikk - bachelorstudium,10120,C,Bestått,2016
BSØK,Samfunnsøkonomi - bachelorstudium,10531,C,Bestått,2016
MBIOT5,Bioteknologi (5-årig) - masterstudium,10123,,Manglende øvinger,2016
MLREAL,Lektorutdanning i realfag - masterstudium (5-årig),10411,E,Bestått,2016
MLREAL,Lektorutdanning i realfag - masterstudium (5-årig),10395,C,Bestått,2016
MLREAL,Lektorutdanning i realfag - masterstudium (5-årig),10426,F,Ikke bestått,2016
MLREAL,Lektorutdanning i realfag - masterstudium (5-årig),10318,A,Bestått,2016
MLREAL,Lektorutdanning i realfag - masterstudium (5-årig),10207,E,Bestått,2016
MLREAL,Lektorutdanning i realfag - masterstudium (5-årig),10517,F,Ikke bestått,2016
MLREAL,Lektorutdanning i realfag - masterstudium (5-årig),10595,F,Ikke bestått,2016
MLREAL,Lektorutdanning i realfag - masterstudium (5-årig),10570,C,Bestått,2016
MLREAL,Lektorutdanning i realfag - masterstudium (5-årig),10099,D,Bestått,2016
MTDESIG,Industriell design - masterstudium (5-årig),10270,C,Bestått,2016
MTDESIG,Industriell design - masterstudium (5-årig),10520,D,Bestått,2016
MTDESIG,Industriell design - masterstudium (5-årig),10247,D,Bestått,2016
MTDESIG,Industriell design - masterstudium (5-årig),10279,C,Bestått,2016
MTDESIG,Industriell design - masterstudium (5-årig),10404,D,Bestått,2016
MTDESIG,Industriell design - masterstudium (5-årig),10437,C,Bestått,2016
MTDESIG,Industriell design - masterstudium (5-årig),10645,,Trekk under eksamen (Avbrutt eksamen),2016
MTDESIG,Industriell design - masterstudium (5-årig),10442,E,Bestått,2016
MTDESIG,Industriell design - masterstudium (5-årig),10352,E,Bestått,2016
MTDESIG,Industriell design - masterstudium (5-årig),10610,F,Ikke bestått,2016
MTDESIG,Industriell design - masterstudium (5-årig),10033,,Ikke møtt,2016
MTDT,Datateknologi - masterstudium (5-årig),10688,C,Bestått,2016
MTDT,Datateknologi - masterstudium (5-årig),10662,F,Ikke bestått,2016
MTDT,Datateknologi - masterstudium (5-årig),10632,,Ikke møtt,2016
MTDT,Datateknologi - masterstudium (5-årig),10284,F,Ikke bestått,2016
MTDT,Datateknologi - masterstudium (5-årig),10589,B,Bestått,2016
MTDT,Datateknologi - masterstudium (5-årig),10637,,Ikke møtt,2016
MTDT,Datateknologi - masterstudium (5-årig),10618,C,Bestått,2016
MTDT,Datateknologi - masterstudium (5-årig),10526,B,Bestått,2016
MTDT,Datateknologi - masterstudium (5-årig),10060,D,Bestått,2016
MTDT,Datateknologi - masterstudium (5-årig),10488,,Ikke møtt,2016
MTDT,Datateknologi - masterstudium (5-årig),10334,,Ikke møtt,2016
MTDT,Datateknologi - masterstudium (5-årig),10168,C,Bestått,2016
MTDT,Datateknologi - masterstudium (5-årig),10307,D,Bestått,2016
MTDT,Datateknologi - masterstudium (5-årig),10151,C,Bestått,2016
MTDT,Datateknologi - masterstudium (5-årig),10029,C,Bestått,2016
MTDT,Datateknologi - masterstudium (5-årig),10180,B,Bestått,2016
MTDT,Datateknologi - masterstudium (5-årig),10674,B,Bestått,2016
MTDT,Datateknologi - masterstudium (5-årig),10509,,Ikke møtt,2016
MTDT,Datateknologi - masterstudium (5-årig),10104,B,Bestått,2016
MTDT,Datateknologi - masterstudium (5-årig),10460,A,Bestått,2016
MTDT,Datateknologi - masterstudium (5-årig),10348,C,Bestått,2016
MTDT,Datateknologi - masterstudium (5-årig),10148,E,Bestått,2016
MTDT,Datateknologi - masterstudium (5-årig),10244,B,Bestått,2016
MTDT,Datateknologi - masterstudium (5-årig),10321,E,Bestått,2016
MTDT,Datateknologi - masterstudium (5-årig),10202,A,Bestått,2016
MTDT,Datateknologi - masterstudium (5-årig),10290,B,Bestått,2016
MTDT,Datateknologi - masterstudium (5-årig),10545,,Ikke møtt,2016
MTDT,Datateknologi - masterstudium (5-årig),10436,C,Bestått,2016
MTDT,Datateknologi - masterstudium (5-årig),10638,C,Bestått,2016
MTDT,Datateknologi - masterstudium (5-årig),10126,D,Bestått,2016
MTDT,Datateknologi - masterstudium (5-årig),10228,E,Bestått,2016
MTDT,Datateknologi - masterstudium (5-årig),10613,,Ikke møtt,2016
MTDT,Datateknologi - masterstudium (5-årig),10187,E,Bestått,2016
MTDT,Datateknologi - masterstudium (5-årig),10003,C,Bestått,2016
MTDT,Datateknologi - masterstudium (5-årig),10005,B,Bestått,2016
MTDT,Datateknologi - masterstudium (5-årig),10320,A,Bestått,2016
MTDT,Datateknologi - masterstudium (5-årig),10341,E,Bestått,2016
MTDT,Datateknologi - masterstudium (5-årig),10434,C,Bestått,2016
MTDT,Datateknologi - masterstudium (5-årig),10512,C,Bestått,2016
MTDT,Datateknologi - masterstudium (5-årig),10195,E,Bestått,2016
MTDT,Datateknologi - masterstudium (5-årig),10365,A,Bestått,2016
MTDT,Datateknologi - masterstudium (5-årig),10283,C,Bestått,2016
MTDT,Datateknologi - masterstudium (5-årig),10646,A,Bestått,2016
MTDT,Datateknologi - masterstudium (5-årig),10317,A,Bestått,2016
MTDT,Datateknologi - masterstudium (5-årig),10584,C,Bestått,2016
MTDT,Datateknologi - masterstudium (5-årig),10375,B,Bestått,2016
MTDT,Datateknologi - masterstudium (5-årig),10020,E,Bestått,2016
MTDT,Datateknologi - masterstudium (5-årig),10524,C,Bestått,2016
MTDT,Datateknologi - masterstudium (5-årig),10039,A,Bestått,2016
MTDT,Datateknologi - masterstudium (5-årig),10575,F,Ikke bestått,2016
MTDT,Datateknologi - masterstudium (5-årig),10343,A,Bestått,2016
MTDT,Datateknologi - masterstudium (5-årig),10600,D,Bestått,2016
MTDT,Datateknologi - masterstudium (5-årig),10511,B,Bestått,2016
MTDT,Datateknologi - masterstudium (5-årig),10028,B,Bestått,2016
MTDT,Datateknologi - masterstudium (5-årig),10189,D,Bestått,2016
MTDT,Datateknologi - masterstudium (5-årig),10122,A,Bestått,2016
MTDT,Datateknologi - masterstudium (5-årig),10394,C,Bestått,2016
MTDT,Datateknologi - masterstudium (5-årig),10467,F,Ikke bestått,2016
MTDT,Datateknologi - masterstudium (5-årig),10432,B,Bestått,2016
MTDT,Datateknologi - masterstudium (5-årig),10312,B,Bestått,2016
MTDT,Datateknologi - masterstudium (5-årig),10303,A,Bestått,2016
MTDT,Datateknologi - masterstudium (5-årig),10519,F,Ikke bestått,2016
MTDT,Datateknologi - masterstudium (5-årig),10293,C,Bestått,2016
MTDT,Datateknologi - masterstudium (5-årig),10191,F,Ikke bestått,2016
MTDT,Datateknologi - masterstudium (5-årig),10109,,Manglende øvinger,2016
MTDT,Datateknologi - masterstudium (5-årig),10216,B,Bestått,2016
MTDT,Datateknologi - masterstudium (5-årig),10499,B,Bestått,2016
MTDT,Datateknologi - masterstudium (5-årig),10644,A,Bestått,2016
MTDT,Datateknologi - masterstudium (5-årig),10291,C,Bestått,2016
MTDT,Datateknologi - masterstudium (5-årig),10689,C,Bestått,2016
MTDT,Datateknologi - masterstudium (5-årig),10625,B,Bestått,2016
MTDT,Datateknologi - masterstudium (5-årig),10098,C,Bestått,2016
MTDT,Datateknologi - masterstudium (5-årig),10369,A,Bestått,2016
MTDT,Datateknologi - masterstudium (5-årig),10093,A,Bestått,2016
MTDT,Datateknologi - masterstudium (5-årig),10643,D,Bestått,2016
MTDT,Datateknologi - masterstudium (5-årig),10538,A,Bestått,2016
MTDT,Datateknologi - masterstudium (5-årig),10528,A,Bestått,2016
MTDT,Datateknologi - masterstudium (5-årig),10046,E,Bestått,2016
MTDT,Datateknologi - masterstudium (5-årig),10038,C,Bestått,2016
MTDT,Datateknologi - masterstudium (5-årig),10501,C,Bestått,2016
MTDT,Datateknologi - masterstudium (5-årig),10407,,Ikke møtt,2016
MTDT,Datateknologi - masterstudium (5-årig),10439,D,Bestått,2016
MTDT,Datateknologi - masterstudium (5-årig),10622,F,Ikke bestått,2016
MTDT,Datateknologi - masterstudium (5-årig),10248,D,Bestått,2016
MTDT,Datateknologi - masterstudium (5-årig),10175,B,Bestått,2016
MTDT,Datateknologi - masterstudium (5-årig),10402,,Ikke møtt,2016
MTDT,Datateknologi - masterstudium (5-årig),10074,A,Bestått,2016
MTDT,Datateknologi - masterstudium (5-årig),10593,E,Bestått,2016
MTDT,Datateknologi - masterstudium (5-årig),10035,A,Bestått,2016
MTDT,Datateknologi - masterstudium (5-årig),10305,B,Bestått,2016
MTDT,Datateknologi - masterstudium (5-årig),10295,B,Bestått,2016
MTDT,Datateknologi - masterstudium (5-årig),10684,C,Bestått,2016
MTDT,Datateknologi - masterstudium (5-årig),10433,C,Bestått,2016
MTDT,Datateknologi - masterstudium (5-årig),10246,B,Bestått,2016
MTDT,Datateknologi - masterstudium (5-årig),10159,,Trekk under eksamen (Avbrutt eksamen),2016
MTDT,Datateknologi - masterstudium (5-årig),10078,C,Bestått,2016
MTDT,Datateknologi - masterstudium (5-årig),10138,B,Bestått,2016
MTDT,Datateknologi - masterstudium (5-årig),10397,C,Bestått,2016
MTDT,Datateknologi - masterstudium (5-årig),10229,C,Bestått,2016
MTDT,Datateknologi - masterstudium (5-årig),10357,C,Bestått,2016
MTDT,Datateknologi - masterstudium (5-årig),10475,B,Bestått,2016
MTDT,Datateknologi - masterstudium (5-årig),10515,C,Bestått,2016
MTDT,Datateknologi - masterstudium (5-årig),10628,A,Bestått,2016
MTDT,Datateknologi - masterstudium (5-årig),10547,C,Bestått,2016
MTDT,Datateknologi - masterstudium (5-årig),10102,A,Bestått,2016
MTDT,Datateknologi - masterstudium (5-årig),10521,D,Bestått,2016
MTDT,Datateknologi - masterstudium (5-årig),10497,C,Bestått,2016
MTDT,Datateknologi - masterstudium (5-årig),10263,C,Bestått,2016
MTDT,Datateknologi - masterstudium (5-årig),10212,B,Bestått,2016
MTDT,Datateknologi - masterstudium (5-årig),10193,,Manglende øvinger,2016
MTDT,Datateknologi - masterstudium (5-årig),10076,B,Bestått,2016
MTDT,Datateknologi - masterstudium (5-årig),10157,F,Ikke bestått,2016
MTDT,Datateknologi - masterstudium (5-årig),10100,C,Bestått,2016
MTDT,Datateknologi - masterstudium (5-årig),10564,D,Bestått,2016
MTDT,Datateknologi - masterstudium (5-årig),10095,C,Bestått,2016
MTDT,Datateknologi - masterstudium (5-årig),10190,C,Bestått,2016
MTDT,Datateknologi - masterstudium (5-årig),10036,E,Bestått,2016
MTDT,Datateknologi - masterstudium (5-årig),10677,B,Bestått,2016
MTDT,Datateknologi - masterstudium (5-årig),10221,B,Bestått,2016
MTDT,Datateknologi - masterstudium (5-årig),10082,B,Bestått,2016
MTDT,Datateknologi - masterstudium (5-årig),10278,D,Bestått,2016
MTDT,Datateknologi - masterstudium (5-årig),10604,C,Bestått,2016
MTDT,Datateknologi - masterstudium (5-årig),10236,C,Bestått,2016
MTDT,Datateknologi - masterstudium (5-årig),10614,B,Bestått,2016
MTDT,Datateknologi - masterstudium (5-årig),10445,B,Bestått,2016
MTDT,Datateknologi - masterstudium (5-årig),10446,D,Bestått,2016
MTDT,Datateknologi - masterstudium (5-årig),10142,B,Bestått,2016
MTDT,Datateknologi - masterstudium (5-årig),10616,B,Bestått,2016
MTDT,Datateknologi - masterstudium (5-årig),10396,,Manglende øvinger,2016
MTDT,Datateknologi - masterstudium (5-årig),10560,C,Bestått,2016
MTDT,Datateknologi - masterstudium (5-årig),10140,B,Bestått,2016
MTDT,Datateknologi - masterstudium (5-årig),10087,B,Bestått,2016
MTDT,Datateknologi - masterstudium (5-årig),10101,B,Bestått,2016
MTDT,Datateknologi - masterstudium (5-årig),10068,B,Bestått,2016
MTDT,Datateknologi - masterstudium (5-årig),10217,E,Bestått,2016
MTDT,Datateknologi - masterstudium (5-årig),10128,D,Bestått,2016
MTDT,Datateknologi - masterstudium (5-årig),10015,A,Bestått,2016
MTDT,Datateknologi - masterstudium (5-årig),10525,C,Bestått,2016
MTDT,Datateknologi - masterstudium (5-årig),10685,C,Bestått,2016
MTDT,Datateknologi - masterstudium (5-årig),10438,E,Bestått,2016
MTDT,Datateknologi - masterstudium (5-årig),10659,A,Bestått,2016
MTDT,Datateknologi - masterstudium (5-årig),10012,,Trekk under eksamen (Avbrutt eksamen),2016
MTDT,Datateknologi - masterstudium (5-årig),10249,B,Bestått,2016
MTDT,Datateknologi - masterstudium (5-årig),10022,E,Bestått,2016
MTDT,Datateknologi - masterstudium (5-årig),10025,A,Bestått,2016
MTDT,Datateknologi - masterstudium (5-årig),10554,C,Bestått,2016
MTDT,Datateknologi - masterstudium (5-årig),10398,A,Bestått,2016
MTDT,Datateknologi - masterstudium (5-årig),10471,C,Bestått,2016
MTDT,Datateknologi - masterstudium (5-årig),10047,A,Bestått,2016
MTDT,Datateknologi - masterstudium (5-årig),10361,C,Bestått,2016
MTDT,Datateknologi - masterstudium (5-årig),10043,B,Bestått,2016
MTDT,Datateknologi - masterstudium (5-årig),10536,B,Bestått,2016
MTDT,Datateknologi - masterstudium (5-årig),10363,E,Bestått,2016
MTDT,Datateknologi - masterstudium (5-årig),10385,F,Ikke bestått,2016
MTDT,Datateknologi - masterstudium (5-årig),10609,F,Ikke bestått,2016
MTDT,Datateknologi - masterstudium (5-årig),10144,B,Bestått,2016
MTDT,Datateknologi - masterstudium (5-årig),10647,A,Bestått,2016
MTDT,Datateknologi - masterstudium (5-årig),10027,,Trekk under eksamen (Avbrutt eksamen),2016
MTDT,Datateknologi - masterstudium (5-årig),10091,,Trekk under eksamen (Avbrutt eksamen),2016
MTDT,Datateknologi - masterstudium (5-årig),10453,,Trekk under eksamen (Avbrutt eksamen),2016
MTDT,Datateknologi - masterstudium (5-årig),10339,B,Bestått,2016
MTDT,Datateknologi - masterstudium (5-årig),10648,,Manglende øvinger,2016
MTDT,Datateknologi - masterstudium (5-årig),10514,,Ikke møtt,2016
MTDT,Datateknologi - masterstudium (5-årig),10472,C,Bestått,2016
MTDT,Datateknologi - masterstudium (5-årig),10176,,Ikke møtt,2016
MTDT,Datateknologi - masterstudium (5-årig),10233,C,Bestått,2016
MTDT,Datateknologi - masterstudium (5-årig),10136,,Manglende øvinger,2016
MTDT,Datateknologi - masterstudium (5-årig),10174,E,Bestått,2016
MTDT,Datateknologi - masterstudium (5-årig),10556,F,Ikke bestått,2016
MTDT,Datateknologi - masterstudium (5-årig),10261,E,Bestått,2016
MTDT,Datateknologi - masterstudium (5-årig),10546,,Manglende øvinger,2016
MTDT,Datateknologi - masterstudium (5-årig),10113,D,Bestått,2016
MTELSYS,Elektronisk systemdesign og innovasjon - masterstudium (5-årig),10571,A,Bestått,2016
MTING,Ingeniørvitenskap og IKT - masterstudium (5-årig),10651,,Ikke møtt,2016
MTING,Ingeniørvitenskap og IKT - masterstudium (5-årig),10555,C,Bestått,2016
MTING,Ingeniørvitenskap og IKT - masterstudium (5-årig),10655,,Trekk under eksamen (Avbrutt eksamen),2016
MTING,Ingeniørvitenskap og IKT - masterstudium (5-årig),10067,C,Bestått,2016
MTING,Ingeniørvitenskap og IKT - masterstudium (5-årig),10107,B,Bestått,2016
MTING,Ingeniørvitenskap og IKT - masterstudium (5-årig),10353,B,Bestått,2016
MTING,Ingeniørvitenskap og IKT - masterstudium (5-årig),10258,E,Bestått,2016
MTING,Ingeniørvitenskap og IKT - masterstudium (5-årig),10252,,Ikke møtt,2016
MTING,Ingeniørvitenskap og IKT - masterstudium (5-årig),10114,E,Bestått,2016
MTING,Ingeniørvitenskap og IKT - masterstudium (5-årig),10008,D,Bestått,2016
MTING,Ingeniørvitenskap og IKT - masterstudium (5-årig),10306,,Trekk under eksamen (Avbrutt eksamen),2016
MTING,Ingeniørvitenskap og IKT - masterstudium (5-årig),10399,D,Bestått,2016
MTING,Ingeniørvitenskap og IKT - masterstudium (5-årig),10335,C,Bestått,2016
MTING,Ingeniørvitenskap og IKT - masterstudium (5-årig),10133,E,Bestått,2016
MTING,Ingeniørvitenskap og IKT - masterstudium (5-årig),10553,F,Ikke bestått,2016
MTING,Ingeniørvitenskap og IKT - masterstudium (5-årig),10129,B,Bestått,2016
MTING,Ingeniørvitenskap og IKT - masterstudium (5-årig),10329,B,Bestått,2016
MTING,Ingeniørvitenskap og IKT - masterstudium (5-årig),10581,C,Bestått,2016
MTING,Ingeniørvitenskap og IKT - masterstudium (5-årig),10566,C,Bestått,2016
MTING,Ingeniørvitenskap og IKT - masterstudium (5-årig),10473,,Trekk under eksamen (Avbrutt eksamen),2016
MTING,Ingeniørvitenskap og IKT - masterstudium (5-årig),10166,C,Bestått,2016
MTING,Ingeniørvitenskap og IKT - masterstudium (5-årig),10421,C,Bestått,2016
MTING,Ingeniørvitenskap og IKT - masterstudium (5-årig),10337,B,Bestått,2016
MTING,Ingeniørvitenskap og IKT - masterstudium (5-årig),10523,F,Ikke bestått,2016
MTING,Ingeniørvitenskap og IKT - masterstudium (5-årig),10145,A,Bestått,2016
MTING,Ingeniørvitenskap og IKT - masterstudium (5-årig),10239,E,Bestått,2016
MTING,Ingeniørvitenskap og IKT - masterstudium (5-årig),10134,C,Bestått,2016
MTING,Ingeniørvitenskap og IKT - masterstudium (5-årig),10149,B,Bestått,2016
MTING,Ingeniørvitenskap og IKT - masterstudium (5-årig),10328,C,Bestått,2016
MTING,Ingeniørvitenskap og IKT - masterstudium (5-årig),10154,E,Bestått,2016
MTING,Ingeniørvitenskap og IKT - masterstudium (5-årig),10196,C,Bestått,2016
MTING,Ingeniørvitenskap og IKT - masterstudium (5-årig),10455,E,Bestått,2016
MTING,Ingeniørvitenskap og IKT - masterstudium (5-årig),10448,B,Bestått,2016
MTING,Ingeniørvitenskap og IKT - masterstudium (5-årig),10441,A,Bestått,2016
MTING,Ingeniørvitenskap og IKT - masterstudium (5-årig),10452,B,Bestått,2016
MTING,Ingeniørvitenskap og IKT - masterstudium (5-årig),10465,D,Bestått,2016
MTING,Ingeniørvitenskap og IKT - masterstudium (5-årig),10592,A,Bestått,2016
MTING,Ingeniørvitenskap og IKT - masterstudium (5-årig),10292,D,Bestått,2016
MTING,Ingeniørvitenskap og IKT - masterstudium (5-årig),10226,C,Bestått,2016
MTING,Ingeniørvitenskap og IKT - masterstudium (5-årig),10608,D,Bestått,2016
MTING,Ingeniørvitenskap og IKT - masterstudium (5-årig),10112,B,Bestått,2016
MTING,Ingeniørvitenskap og IKT - masterstudium (5-årig),10017,A,Bestått,2016
MTING,Ingeniørvitenskap og IKT - masterstudium (5-årig),10591,B,Bestått,2016
MTING,Ingeniørvitenskap og IKT - masterstudium (5-årig),10000,D,Bestått,2016
MTING,Ingeniørvitenskap og IKT - masterstudium (5-årig),10215,C,Bestått,2016
MTING,Ingeniørvitenskap og IKT - masterstudium (5-årig),10309,C,Bestått,2016
MTING,Ingeniørvitenskap og IKT - masterstudium (5-årig),10650,D,Bestått,2016
MTING,Ingeniørvitenskap og IKT - masterstudium (5-årig),10206,F,Ikke bestått,2016
MTING,Ingeniørvitenskap og IKT - masterstudium (5-årig),10660,F,Ikke bestått,2016
MTING,Ingeniørvitenskap og IKT - masterstudium (5-årig),10627,D,Bestått,2016
MTING,Ingeniørvitenskap og IKT - masterstudium (5-årig),10322,,Ikke møtt,2016
MTING,Ingeniørvitenskap og IKT - masterstudium (5-årig),10387,F,Ikke bestått,2016
MTING,Ingeniørvitenskap og IKT - masterstudium (5-årig),10200,E,Bestått,2016
MTING,Ingeniørvitenskap og IKT - masterstudium (5-årig),10400,,Manglende øvinger,2016
MTING,Ingeniørvitenskap og IKT - masterstudium (5-årig),10469,,Manglende øvinger,2016
MTING,Ingeniørvitenskap og IKT - masterstudium (5-årig),10358,F,Ikke bestått,2016
MTIØT,Industriell økonomi og teknologiledelse - masterstudium (5-årig),10557,,Ikke møtt,2016
MTIØT,Industriell økonomi og teknologiledelse - masterstudium (5-årig),10150,E,Bestått,2016
MTIØT,Industriell økonomi og teknologiledelse - masterstudium (5-årig),10273,C,Bestått,2016
MTIØT,Industriell økonomi og teknologiledelse - masterstudium (5-årig),10141,C,Bestått,2016
MTIØT,Industriell økonomi og teknologiledelse - masterstudium (5-årig),10480,C,Bestått,2016
MTIØT,Industriell økonomi og teknologiledelse - masterstudium (5-årig),10594,,Gyldig fravær,2016
MTIØT,Industriell økonomi og teknologiledelse - masterstudium (5-årig),10262,F,Ikke bestått,2016
MTIØT,Industriell økonomi og teknologiledelse - masterstudium (5-årig),10349,D,Bestått,2016
MTIØT,Industriell økonomi og teknologiledelse - masterstudium (5-årig),10165,A,Bestått,2016
MTIØT,Industriell økonomi og teknologiledelse - masterstudium (5-årig),10454,,Trekk under eksamen (Avbrutt eksamen),2016
MTIØT,Industriell økonomi og teknologiledelse - masterstudium (5-årig),10071,,Manglende øvinger,2016
MTIØT,Industriell økonomi og teknologiledelse - masterstudium (5-årig),10072,C,Bestått,2016
MTIØT,Industriell økonomi og teknologiledelse - masterstudium (5-årig),10010,C,Bestått,2016
MTIØT,Industriell økonomi og teknologiledelse - masterstudium (5-årig),10568,D,Bestått,2016
MTIØT,Industriell økonomi og teknologiledelse - masterstudium (5-årig),10116,D,Bestått,2016
MTIØT,Industriell økonomi og teknologiledelse - masterstudium (5-årig),10051,C,Bestått,2016
MTIØT,Industriell økonomi og teknologiledelse - masterstudium (5-årig),10285,C,Bestått,2016
MTIØT,Industriell økonomi og teknologiledelse - masterstudium (5-årig),10599,A,Bestått,2016
